name,affiliation,departments,email,website,interests,title,year,venue,coauthor_1
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Spliced leader trans-splicing,2006,"Current Biology 16 (1), R8-R9, 2006",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,On the classes of aminoacyl-tRNA synthetases and the error minimization in the genetic code,2000,"Journal of Theoretical Biology 204 (1), 15-20, 2000",Gary Smith
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Interconversion of germline-limited and somatic DNA in a scrambled gene,2006,"Journal of molecular evolution 63 (1), 69-73, 2006",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,An alternative look at code evolution: using non-canonical codes to evaluate adaptive and historic models for the origin of the genetic code,2013,"Journal of molecular evolution 76 (1), 71-80, 2013",Dwight Whitaker
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Detection of Fused Genes in Eukaryotic Genomes using Gene deFuser: Analysis of the Tetrahymena thermophila genome,2011,"BMC bioinformatics 12 (1), 279, 2011",Erica Flapan
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Reciprocal fusions of two genes in the formaldehyde detoxification pathway in ciliates and diatoms,2005,"Molecular biology and evolution 22 (7), 1539-1542, 2005",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Consequences of stop codon reassignment on protein evolution in ciliates with alternative genetic codes,2008,"Molecular biology and evolution 25 (1), 179-186, 2008",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Vestiges of early molecular processes leading to the genetic code,1997,"Origins of Life and Evolution of the Biosphere 27 (4), 397-403, 1997",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Ambushing the ambush hypothesis: predicting and evaluating off-frame codon frequencies in Prokaryotic Genomes,2013,"Bmc Genomics 14 (1), 418, 2013",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Gene Unscrambler for detangling scrambled genes in ciliates,2004,"Bioinformatics 20 (5), 800-802, 2004",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Selection for tandem stop codons in ciliate species with reassigned stop codons,2019,"PLoS One 14 (11), e0225804, 2019",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Carbon and nitrogen in the topsoils of Inceptisols and Mollisols under native sage scrub and non-native grasslands in southern California,2018,"Geoderma Regional 14, e00172, 2018",Edward (E.J.) Crane III
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,A model for the evolution of extremely fragmented macronuclei in ciliates,2013,"PLoS One 8 (5), e64997, 2013",Adam R. Pearson
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,1+1 = 3: A Fusion of 2 Enzymes in the Methionine Salvage Pathway of Tetrahymena thermophila Creates a Trifunctional Enzyme That Catalyzes 3 Steps in the …,2009,"PLoS genetics 5 (10), e1000701, 2009",Kim Bruce
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Insights into a biological computer: detangling scrambled genes in ciliates,2006,"Nanotechnology: Science and Computation, 349-359, 2006",Benjamin M. Rosenberg
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Novel population genetics in ciliates due to life cycle and nuclear dimorphism,2014,"Molecular Biology and Evolution 31 (8), 2084-2093, 2014",Nicholas D. Ball
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Amitotic chromosome loss predicts distinct patterns of senescence and non-senescence in ciliates,2015,"Protist 166 (2), 224-233, 2015",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Soil bacterial assemblage responses to wildfire in low elevation southern California habitats,2022,"PLoS One 17 (4), e0266256, 2022",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Genetic code: what nature missed,2003,"Current Biology 13 (22), R884-R885, 2003",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,On the Paucity of Duplicated Genes in Caenorhabditis elegans Operons,2006,"Journal of molecular evolution 62 (6), 765-771, 2006",Matt Sazinsky
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Genetic code,2004,"Current Biology 14 (4), R147, 2004",
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Discovery of red-shifting mutations in firefly luciferase using high-throughput biochemistry,2024,"Biochemistry 63 (6), 733-742, 2024",Heidi Nichols Haddad
Andre RO Cavalcanti,"Associate Professor of Biology, Pomona College",Biology,@pomona.edu,,,Fusion of the subunits α and β of succinyl-CoA synthetase as a phylogenetic marker for Pezizomycotina fungi,2011,"Genetics and Molecular Biology 34 (4), 669-675, 2011",
